id,wellness_issue,patient_question,clinic_answer,tcm_focus_area,professional_acupuncture_points,tcm_trigger_acupuncture_points,pharmacopeia
281,Wellness issue 281,This is a sample patient question about wellness issue 281. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
282,Wellness issue 282,This is a sample patient question about wellness issue 282. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
283,Wellness issue 283,This is a sample patient question about wellness issue 283. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
284,Wellness issue 284,This is a sample patient question about wellness issue 284. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
285,Wellness issue 285,This is a sample patient question about wellness issue 285. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
286,Wellness issue 286,This is a sample patient question about wellness issue 286. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
287,Wellness issue 287,This is a sample patient question about wellness issue 287. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
288,Wellness issue 288,This is a sample patient question about wellness issue 288. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
289,Wellness issue 289,This is a sample patient question about wellness issue 289. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
290,Wellness issue 290,This is a sample patient question about wellness issue 290. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
291,Wellness issue 291,This is a sample patient question about wellness issue 291. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
292,Wellness issue 292,This is a sample patient question about wellness issue 292. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
293,Wellness issue 293,This is a sample patient question about wellness issue 293. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
294,Wellness issue 294,This is a sample patient question about wellness issue 294. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
295,Wellness issue 295,This is a sample patient question about wellness issue 295. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
296,Wellness issue 296,This is a sample patient question about wellness issue 296. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
297,Wellness issue 297,This is a sample patient question about wellness issue 297. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
298,Wellness issue 298,This is a sample patient question about wellness issue 298. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
299,Wellness issue 299,This is a sample patient question about wellness issue 299. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
300,Wellness issue 300,This is a sample patient question about wellness issue 300. How can TCM help?,"TCM assessment is individualized; the therapist would take a full history and tongue-pulse reading, then design a treatment plan combining acupuncture, lifestyle advice, and where appropriate herbal support.",Pattern differentiation according to TCM principles,"ST36 (Zusanli), LI4 (Hegu), SP6 (Sanyinjiao), LV3 (Taichong), PC6 (Neiguan), GV20 (Baihui) - Foundational wellness protocol","ST36 (Zusanli), LI4 (Hegu) - Primary trigger and circulation points",Pattern-specific herbal formula per TCM diagnosis
